plot,genre
A diplomat's wife begins to suspect her husband is not who he says he is after she finds a second passport in a language she doesn't recognize.,Thriller
A farm girl's everyday chores turn out to be part of an ancient ritual that keeps a sleeping monster dormant. The truth changes everything.,Fantasy
A romance novelist tries to write a thriller and accidentally stumbles into a real crime conspiracy. The real enemy is closer than anyone thinks.,Comedy
An ex-soldier working as a bodyguard uncovers a plot to assassinate the president during a state dinner. Secrets have a way of surfacing.,Action
"An old woman's farmhouse is visited every generation by the same entity, and this generation it has decided to stay. Time is running out.",Horror
A corrupt detective must navigate between the criminal organization he secretly works for and the colleagues investigating him. Loyalties are tested.,Crime
A time auditor employed to prevent changes to the timeline discovers her own name in the list of illegal alterations. One wrong move means death.,Sci-Fi
A young cartographer's apprentice discovers that the maps he draws actually reshape the physical world around him.,Fantasy
A professional clown is forced to share a rental cabin with a notoriously grumpy novelist during a snowstorm.,Comedy
A retired safecracker is blackmailed into cracking the vault of the country's most secure private bank. The real enemy is closer than anyone thinks.,Crime
A grief counselor discovers that all of her most disturbed patients have visited the same remote cabin in the mountains. Loyalties are tested.,Horror
A suburban dad tries to relive his college glory days when his old fraternity shows up for an impromptu reunion at his house. Nothing is what it seems.,Comedy
"Two former partners in crime reunite for one last heist, but one of them has been turned by the FBI. Time is running out.",Crime
A sleeper ship carrying the last refugees of a destroyed civilization arrives at their new home to find another ship already there. There is no going back.,Sci-Fi
A federal marshal transporting a prisoner discovers the prisoner has been set up as bait — and so has she. Loyalties are tested.,Thriller
A self-help guru who secretly hates people is forced to run a weekend retreat for his most demanding clients.,Comedy
The last surviving witch of her order must train the daughter of the inquisitor who destroyed her people. Nothing is what it seems.,Fantasy
A corrupt detective must navigate between the criminal organization he secretly works for and the colleagues investigating him.,Crime
A competitive holiday decorator escalates his feud with his neighbor until the entire block gets involved. Secrets have a way of surfacing.,Comedy
A marine biologist discovers an uncharted island during a storm and encounters a civilization that has been hidden for centuries. The truth changes everything.,Adventure
